PRODUCT_ID,PRODUCT_ID_CORP,PRODUCT_NAME,CODE_PROV_O_ALT,AVAILABLE,UM,AVERAGE_COST,WARE_CODE
1151525050,1151525050-CIMSA,CIRIO PASCUAL 10 X 24 ROSA PAS,,0,PZ,51.73,PTP
1151525063,1151525063-CIMSA,CIRIO PASCUAL 10 X 24 MORADO,,0,PZ,55.50667,PTP
1151530010,1151530010-CIMSA,CIRIO PASCUAL 10 X 70 BLANCO,7501130581719,20,PZ,125.55154,PTP
1151530037,1151530037-CIMSA,CIRIO PASCUAL 10 X 70 CREMA,7501130581726,22,PZ,164.90452,PTP
1151530063,1151530063-CIMSA,CIRIO PASCUAL 10 X 70 MORADO,,0,PZ,0,PTP
1151540010,1151540010-CIMSA,CIRIO PASCUAL 10 X 48 BLANCO,7501130581733,16,PZ,45.1392,PTP
1151540037,1151540037-CIMSA,CIRIO PASCUAL 10 X 48 CREMA,7501130581740,34,PZ,107.90768,PTP
1151542010,1151542010-CIMSA,CIR 5.5X7.0 CIL BLA C/ BAÑO,7501130573394,756,PZ,4.94656,PTP
1151542037,1151542037-CIMSA,CIR 5.5X7.0 CIL CREMA C/ BAÑO,7501130573400,1048,PZ,3.03489,PTP
1151542038,1151542038-CIMSA,CIR 5.5X7.0 CIL AMAR C/ BAÑO,7501130573462,72,PZ,4.99514,PTP
1151542040,1151542040-CIMSA,CIR 5.5X7.0 CILIN. NAR C/ BAÑO,,200,PZ,5.56619,PTP
1151542050,1151542050-CIMSA,CIR 5.5X7.0 CIL ROS  PAST C/B,7501130573424,294,PZ,3.46169,PTP
1151542055,1151542055-CIMSA,CIR 5.5X7.0 CIL AZ TURQUE C/B,,38,PZ,3.84522,PTP
1151542060,1151542060-CIMSA,CIR 5.5X7.0 CIL ROJO C/ BAÑO,7501130573417,699,PZ,7.32814,PTP
1151542071,1151542071-CIMSA,CIR 5.5X7.0 CIL AZ CLA C/ BAÑO,7501130573431,218,PZ,3.96303,PTP
1151542084,1151542084-CIMSA,CIR 5.5X7.0 CIL VER LIM C/ B,,55,PZ,5.24135,PTP
1151542085,1151542085-CIMSA,CIR 5.5X7.0 CIL VDE. OBSC. C/B,7501130573448,124,PZ,4.44712,PTP
1151542115,1151542115-CIMSA,CIR 5.5X7.0 CIL AZUL F C/ BAÑO,,112,PZ,5.10417,PTP
1151542163,1151542163-CIMSA,CIR 5.5X7.0 CIL MORADO C/ BAÑO,7501130573486,318,PZ,2.57343,PTP
1151542165,1151542165-CIMSA,CIR 5.5X7.0 CIL LILA C/ BAÑO,,443,PZ,5.257,PTP
1151542264,1151542264-CIMSA,CIR 5.5X7.0 CIL FUCSIA C/ BAÑO,,72,PZ,6.41895,PTP
1152000010,1152000010-CIMSA,CIRIO CUADRADO 10 X 24 BLANCO,7501130577361,13,PZ,72.45667,PTP
1152000037,1152000037-CIMSA,CIRIO CUADRADO 10 X 24 CREMA,7501130577378,13,PZ,59.82778,PTP
1152001010,1152001010-CIMSA,CIRIO CUADRADO 10 X 36 BLANCO,7501130577392,13,PZ,89.42,PTP
1152001037,1152001037-CIMSA,CIRIO CUADRADO 10 X 36 CREMA,7501130577408,15,PZ,92.57263,PTP
1152002010,1152002010-CIMSA,CIRIO CUADRADO 10 X 48 BLANCO,7501130577422,9,PZ,111.79,PTP
1152002037,1152002037-CIMSA,CIRIO CUADRADO 10 X 48 CREMA,7501130577439,23,PZ,138.22,PTP
1152003010,1152003010-CIMSA,CIRIO CUADRADO 10 X 55 BLANCO,,24,PZ,111.28,PTP
1152003037,1152003037-CIMSA,CIRIO CUADRADO 10 X 55 CREMA,,10,PZ,112.38,PTP
1152004037,1152004037-CIMSA,CIRIO CUADRADO 15X15X14 CREMA,,0,PZ,0,PTP
1152005037,1152005037-CIMSA,CIRIO CUADRADO 15X15X17 CREMA,,10,PZ,62.13,PTP
1152006037,1152006037-CIMSA,CIRIO CUADRADO 15X15X20 CREMA,,8,PZ,62.13,PTP
1210100000,1210100000-CIMSA,CIRIO 5.1 X 23 S/BAÑO CRUDO,,350,PZ,12.11709,PTP
1210100010,1210100010-CIMSA,CIRIO 5.1 X 23 BLANCO,,7,PZ,12.30479,PTP
1210100037,1210100037-CIMSA,CIRIO 5.1 X 23 CREMA,7501130583485,179,PZ,12.48924,PTP
1210100039,1210100039-CIMSA,CIRIO CILINDRICO 5.1X29 CREMA,,10,PZ,14.44,PTP
1210150037,1210150037-CIMSA,CIRIO 5.1 X 40 CREMA,7501130583461,633,PZ,24.02293,PTP
1210151010,1210151010-CIMSA,CIR 5.1 X 40 BLA PRIM COMUNION,,80,PZ,33.94283,PTP
1210200010,1210200010-CIMSA,CIRIO 6.3 X 23 BLANCO,,21,PZ,19.33,PTP
1210200037,1210200037-CIMSA,CIRIO 6.3 X 23 CREMA,,99,PZ,28.75727,PTP
1210210037,1210210037-CIMSA,CIRIO 6.3 X 15 CREMA,,9,PZ,11.67222,PTP
1210250037,1210250037-CIMSA,CIRIO 6.3 X 43 CREMA,,89,PZ,33.00629,PTP
1210400002,1210400002-CIMSA,BASE PARA JABON,,0,KG,0,PTP
1210400003,1210400003-CIMSA,ESTOCOPON,,0,KG,0,PTP
1210400004,1210400004-CIMSA,ADITIVO TAMOL,,0,KG,0,PTP
1210400005,1210400005-CIMSA,PARAFINA PULV C/ADIT KG,,0,KG,0,PTP
1320880010,1320880010-CIMSA,VELA LISA 20/190 C/7 BLANCO,,906,PZ,11.47487,PTP
1320880037,1320880037-CIMSA,VELA LISA 20/190 C/7 CREMA,,115,PZ,95.50496,PTP
1320880050,1320880050-CIMSA,VELA LISA 20/190 C/7 ROSA,,236,PZ,94.97825,PTP
1320880060,1320880060-CIMSA,VELA LISA 20/190 C/7 ROJO,,109,PZ,95.81239,PTP
1320880071,1320880071-CIMSA,VELA LISA 20/190 C/7 AZUL CL,,109,PZ,94.9125,PTP
1320881130,1320881130-CIMSA,VELA LISA 2/19 C/7 ORO MET,7501130571444,8,PZ,23.11929,PTP
1320881138,1320881138-CIMSA,VELA LISA 2/19 C/7 PLATA MET,7501130572007,119,PZ,27.52026,PTP
1320882140,1320882140-CIMSA,VELA LISA 2/19 C/7 ROJO MET,,18,PZ,24.35514,PTP
1320882141,1320882141-CIMSA,VELA LISA 2/19 C/7 MORADO MET,,33,PZ,28.32372,PTP
1320882142,1320882142-CIMSA,VELA LISA 2/19 C/7 AZUL MET,,19,PZ,23.79276,PTP
1320882143,1320882143-CIMSA,VELA LISA 2/19 C/7 VERDE MET,,123,PZ,12.70651,PTP
1320890010,1320890010-CIMSA,VE ESPR COLORIM C/12 BLANCO,7501130570591,398,PZ,23.04666,PTP
1320890037,1320890037-CIMSA,VE ESPR COLORIM C/12 CREMA,7501130570607,367,PZ,18.96026,PTP
1320890038,1320890038-CIMSA,VE ESPR COLORIM C/12 AMAR,7501130573332,114,PZ,18.30159,PTP
1320890040,1320890040-CIMSA,VE ESPR COLORIM C/12 NAR,7501130573363,670,PZ,21.65877,PTP
1320890050,1320890050-CIMSA,VE ESPR CLM C/12 ROSA PASTEL,7501130573301,812,PZ,20.44664,PTP
1320890060,1320890060-CIMSA,VE ESPR CLM C/12 ROJO FUEGO,7501130570577,222,PZ,23.56975,PTP
1320890071,1320890071-CIMSA,VE ESPR CLM C/12 AZUL CLARO,7501130573318,243,PZ,22.15156,PTP
1320890085,1320890085-CIMSA,VE ESPR CLM C/12 VER OBS.,7501130570584,453,PZ,21.44719,PTP
1320890092,1320890092-CIMSA,VE ESPR COLORIM C/12 FIUSHA,7501130583195,225,PZ,21.34246,PTP
1320890098,1320890098-CIMSA,VE ESPR CLM C/12 AZUL TURQUESA,7501130583218,133,PZ,20.38701,PTP
1320890104,1320890104-CIMSA,VE ESPR CLM C/12 VER MANZANA,,364,PZ,24.53186,PTP
1320890115,1320890115-CIMSA,VE ESPR CLM C/12 AZUL F,7501130573325,243,PZ,21.27487,PTP
1320890163,1320890163-CIMSA,VE ESPR COLORIM C/12 MORADO,7501130573356,603,PZ,21.77602,PTP
1320890165,1320890165-CIMSA,VELA ESPIRAL COLORIM C/12 LILA,7501130573349,163,PZ,20.32315,PTP
1320890166,1320890166-CIMSA,VE ESPR COLORIM C/12 TINTO,7501130573387,148,PZ,21.53387,PTP
1320890210,1320890210-CIMSA,VE ESPR C/12 BLANCO  FANT MIG,,28,PZ,24.61393,PTP
1320890232,1320890232-CIMSA,VE ESPR C/12 FIUSHA  FANT MIG,,164,PZ,23.96689,PTP
1320890237,1320890237-CIMSA,VE ESPR C/12 CREMA  FANT MIG,,15,PZ,26.00533,PTP
1320890237FM,1320890237FM-CIMSA,VE ESP C/12 CREMA FANT MIG S/E,,7,PZ,19.09857,PTP
1320890238,1320890238-CIMSA,VE ESPR C/12 AMAR  FANT MIG,,4,PZ,22.12,PTP
1320890240,1320890240-CIMSA,VE ESPR C/12 NAR  FANT MIG,,600,PZ,24.065,PTP
1320890250,1320890250-CIMSA,VE ESPR C/12 ROSA  FANT MIG,,8,PZ,22.19875,PTP
1320890260,1320890260-CIMSA,VE ESPR C/12 ROJO   FANT MIG,,12,PZ,24.11,PTP
1320890263,1320890263-CIMSA,VE ESPR C/12 MORADO  FANT MIG,,1,PZ,25.27,PTP
1320890271,1320890271-CIMSA,VE ESPR C/12 AZUL CL FM S/ETI,,12,PZ,9.71833,PTP
1320890285,1320890285-CIMSA,VE ESPR C/12 VER OBS. FANT MIG,,10,PZ,24.402,PTP
1320890286,1320890286-CIMSA,VE ESPR C/12 AZUL CLARO FM,,11,PZ,27.47909,PTP
1320891130,1320891130-CIMSA,VELA ESPIRAL COLORIM C/12 ORO,,462,PZ,46.79419,PTP
1320891130P,1320891130P-CIMSA,VELA ESPIRAL COLORIM C12 ORO P,7501130583973,0,PZ,0,PTP
1320891136,1320891136-CIMSA,VELA ESPIRAL COLORIM C/12 COBR,,126,PZ,29.90413,PTP
1320891138,1320891138-CIMSA,VE ESPR COLORIM C/12 PLATA,,341,PZ,44.28377,PTP
1320891138P,1320891138P-CIMSA,VE ESPR COLORIM C/12 PLATA P,7501130583980,0,PZ,0,PTP
1320891140,1320891140-CIMSA,VE ESPR COLORIM C/12 ROJO MET,7501130583997,74,PZ,39.39744,PTP
1320891141,1320891141-CIMSA,VE ESPR CLM C/12 MORADO MET,7501130584031,127,PZ,46.05947,PTP
1320891142,1320891142-CIMSA,VE ESPR COLORIM C/12 AZUL MET,7501130584024,114,PZ,38.55806,PTP
1320891143,1320891143-CIMSA,VE ESPR COLORIM C/12 VERDE MET,7501130584017,54,PZ,124.36339,PTP
1320891210,1320891210-CIMSA,VE ESPR C/12 BLA  FM S/ETI,,12,PZ,20.04,PTP
1320891238,1320891238-CIMSA,VE ESPR C/12 AMAR  F M S/ETIQ,,12,PZ,23.5125,PTP
1320891250,1320891250-CIMSA,VE ESPR C/12 ROS  FM S/ETI,,12,PZ,20.795,PTP
1320891260,1320891260-CIMSA,VE ESPR C/12 ROJ   FM S/ETI,,47,PZ,21.18213,PTP
1320891263,1320891263-CIMSA,VE ESPR C/12 MORADO  FM S/ETI,,62,PZ,24.3879,PTP
1320891264,1320891264-CIMSA,VE ESPR C/12 FUCSIA  FM S/ET,,15,PZ,28.806,PTP
1320891285,1320891285-CIMSA,VE ESPR C/12 VER OBS. FM S/,,24,PZ,21.6475,PTP
1320896005,1320896005-CIMSA,SPIRAL CANDLE 12 BROWN,,24,PZ,0.61208,PTP
1320896010,1320896010-CIMSA,SPIRAL CANDLE 12 PEARL WHITE,,92,PZ,0.61,PTP
1320896080,1320896080-CIMSA,SPIRAL CANDLE 12 RED,,18,PZ,0.61222,PTP
1320900000,1320900000-CIMSA,VELA CONICA C/19 CRUDO,,0,PZ,0,PTP
1320900010,1320900010-CIMSA,VE CON COLORIM C/12 BLANCO,7501130579204,66,PZ,21.03204,PTP
1320900037,1320900037-CIMSA,VELA CONICA COLORIM C/12 CREMA,7501130579211,173,PZ,8.92313,PTP
1320900038,1320900038-CIMSA,VE CON COLORIM C/12 AMAR,,263,PZ,97.33135,PTP
1320900050,1320900050-CIMSA,VELA CONICA  C/12 ROSA PASTEL,,104,PZ,117.97075,PTP
1320900053,1320900053-CIMSA,VE CON COLORIM C/12 DURAZNO,,0,PZ,9.36429,PTP
1320900060,1320900060-CIMSA,VE CON COLORIM C/12 ROJO FUEGO,7501130579242,268,PZ,26.82663,PTP
1320900071,1320900071-CIMSA,VE CON COLORIM C/12 AZUL CLARO,,180,PZ,20.92941,PTP
1320900085,1320900085-CIMSA,VE CON COLORIM C/12 VERDE OBS.,7501130584130,607,PZ,29.98865,PTP
1320900115,1320900115-CIMSA,VE CON CLM C/12 AZUL F,,198,PZ,20.95854,PTP
1320900163,1320900163-CIMSA,VE CON COLORIM C/12 MORADO,,171,PZ,21.09895,PTP
1320900166,1320900166-CIMSA,VELA CONICA COLORIM C/12 TINTO,,24,PZ,1.1804,PTP
1320900250,1320900250-CIMSA,VELA CONICA C/12 ROSA FANT MIG,,12,PZ,105.75417,PTP
1320900260,1320900260-CIMSA,VE CON C/12 ROJO FUEGO F-MIG,,9,PZ,26.97778,PTP
1320902010,1320902010-CIMSA,VE CON C/12 BLANCO PATRISAN,,0,PZ,25.08714,PTP
1320904166,1320904166-CIMSA,VELA CONICA C/5 TINTO,,1067,PZ,25.00709,PTP
1320912010,1320912010-CIMSA,VELA LISA 13/110  C/80  S/BAÑO,7501130583140,119,PZ,37.68122,PTP
1320913037,1320913037-CIMSA,VE LI 12/180  C/60  S/BAÑO CRE,,3,PZ,35.06333,PTP
1320914037,1320914037-CIMSA,VE LI 12/180  C/12 CREMA C/A,7501130571826,10,PZ,8.39271,PTP
1320915037,1320915037-CIMSA,VELA LISA 12/180  CAJA C/12,7501130577231,128,PZ,13.03698,PTP
1320921010,1320921010-CIMSA,VE LI OVDP 13/110 C/12 BLANCO,7501130571789,646,PZ,6.36733,PTP
1320921011,1320921011-CIMSA,VE LI OV 13/110 C/12 BLA C OR,,0,PZ,0,PTP
1320921037,1320921037-CIMSA,VE LI OVDP 13/110 C/12 CREMA,7501130572656,146,PZ,5.77191,PTP
1320921038,1320921038-CIMSA,VE LI OVDP 13/110 C/12 AMAR,,24,PZ,6.26725,PTP
1320921050,1320921050-CIMSA,VE LI OV 13/110 C/12 ROS PAST,7501130572649,204,PZ,5.69382,PTP
1320921053,1320921053-CIMSA,VE LI OVDP 13/110 C/12 DURAZNO,,0,PZ,0,PTP
1320921060,1320921060-CIMSA,VE LI OV 13/110 C/12 ROJ FGO,7501130571819,121,PZ,6.69902,PTP
1320921071,1320921071-CIMSA,VE LI OV 13/110 C/12 AZ CLA,7501130571802,3,PZ,6.16904,PTP
1320921085,1320921085-CIMSA,VE LI OVDP 13/110 C/12 VER OSC,,175,PZ,5.39299,PTP
1320921115,1320921115-CIMSA,VE LI OV 13/110 C/12 AZUL FTE,,407,PZ,9.19,PTP
1320921163,1320921163-CIMSA,VE LI OVDP 13/110 C/12 MORADO,,883,PZ,16.53295,PTP
1320950010,1320950010-CIMSA,VE LI 20/250 BOLSA C/16 S/BAÑO,,203,PZ,21.28877,PTP
1320951010,1320951010-CIMSA,VE LI OV 20/250 BOL C/16 BLA,7501130584147,19,PZ,32.39828,PTP
1320951050,1320951050-CIMSA,VE LI OV 20/250 BOL C/16 ROS.P,,145,PZ,35.97503,PTP
1320951053,1320951053-CIMSA,VE LI OV 20/250 BOL C/16 DUR,,0,PZ,0,PTP
1320951060,1320951060-CIMSA,VE LI OV 20/250 BOL C/16 ROJ,,3,PZ,36.94,PTP
1320951071,1320951071-CIMSA,VE LI OV 20/250 BOL C/16 AZ.CL,,0,PZ,0,PTP
1320951163,1320951163-CIMSA,VE LI OVDP 20/250 BOL C/16 MOR,,12,PZ,35.81333,PTP
1320960010,1320960010-CIMSA,VE LI 30/230 BOLSA C/6 S/BAÑO,7501130576876,68,PZ,28.54129,PTP
1320961010,1320961010-CIMSA,VE LI OV 30/230 BOL C/6 BLA,7501130578016,414,PZ,29.19937,PTP
1320981010,1320981010-CIMSA,VE LI 20/190 BLA  BOLSA C/16,7501130570683,248,PZ,33.42301,PTP
1320981037,1320981037-CIMSA,VE LI 20/190 CREMA BOLSA C/16,7501130584062,159,PZ,28.66432,PTP
1320981038,1320981038-CIMSA,VE LI 20/190 AMA BOLSA C/16,,56,PZ,28.69054,PTP
1320981050,1320981050-CIMSA,VE LI 20/190 ROS PAST BL C/16,7501130584079,88,PZ,27.01504,PTP
1320981053,1320981053-CIMSA,VE LI 20/190 DURAZNO BOL C/16,,193,PZ,25.8016,PTP
1320981060,1320981060-CIMSA,VE LI 20/190 ROJO BOLSA C/16,7501130575749,64,PZ,7.55012,PTP
1320981071,1320981071-CIMSA,VE LI 20/190 AZ.CLAR BOL C/16,7501130584093,1,PZ,28.67265,PTP
1320981085,1320981085-CIMSA,VLA LIS 20/190 VER OS BL C/16,,5,PZ,11.466,PTP
1320981163,1320981163-CIMSA,VE LI 20/190 MORADO B C/16,,75,PZ,30.95853,PTP
1320981165,1320981165-CIMSA,VE LI 20/190 LILA BOLS C/16,,115,PZ,26.02057,PTP
1320982010,1320982010-CIMSA,VELA 20/180 BLANCO C/16,,0,PZ,0,PTP
1320992010,1320992010-CIMSA,VE LI 20/190  S/B BOLSA C/16,7501130574698,70,PZ,25.8721,PTP
1320992130,1320992130-CIMSA,FORMAL TAPER 20/190 GOLD 7/PK,,48,PZ,23.43417,PTP
1320992138,1320992138-CIMSA,FORM TAPER 20/190 SILVER 7/PK,,59,PZ,22.75169,PTP
1321001038,1321001038-CIMSA,CIR C/A NO. 2 7X11 AMAR,,459,PZ,9.41961,PTP
1321002010,1321002010-CIMSA,CIRIO S/A NO. 2 7X11 BLANCO,7501130572687,1554,PZ,12.01032,PTP
1321002011,1321002011-CIMSA,CIRIO S/A NO. 2 7X11 BLANCO FM,,39,PZ,9.86308,PTP
1321002037,1321002037-CIMSA,CIRIO S/A NO. 2 7X11 CREMA,7501130572694,-202,PZ,11.97874,PTP
1321002038,1321002038-CIMSA,CIRIO S/A NO. 2 7X11 AMARILLO,,42,PZ,10.52379,PTP
1321002040,1321002040-CIMSA,CIRIO S/A NO. 2 7X11 NARANJA,,77,PZ,10.53477,PTP
1321002050,1321002050-CIMSA,CIR S/A NO. 2 7X11 ROSA PASTEL,7501130578481,97,PZ,9.8738,PTP
1321002055,1321002055-CIMSA,CIR S/A NO. 2 7X11 AZ TURQ,,61,PZ,9.00295,PTP
1321002060,1321002060-CIMSA,CIRIO S/A NO. 2 7X11 ROJO,7501130570010,463,PZ,9.94323,PTP
1321002061,1321002061-CIMSA,CIRIO S/A NO. 2 7X11 ROJO FM,,83,PZ,10.16084,PTP
1321002071,1321002071-CIMSA,CIR S/A NO. 2 7X11 AZUL CLARO,7501130570072,133,PZ,10.23875,PTP
1321002084,1321002084-CIMSA,CIR S/A NO. 2 7X11 VERDE LIMON,,93,PZ,9.43654,PTP
1321002085,1321002085-CIMSA,CIR S/A NO. 2 7X11 VERDE OBS.,7501130570027,61,PZ,8.50135,PTP
1321002115,1321002115-CIMSA,CIR S/A NO. 2 7X11 AZUL FUERTE,,192,PZ,9.29846,PTP
1321002163,1321002163-CIMSA,CIRIO S/A NO. 2 7X11 MORADO,7501130570041,307,PZ,9.10131,PTP
1321002264,1321002264-CIMSA,CIRIO S/A NO. 2 7X11 FUCSIA,,64,PZ,11.55937,PTP
1321004040,1321004040-CIMSA,CIR SHINY(BRIL) NO.2 7X11 NAR,,10,PZ,10.437,PTP
1321004060,1321004060-CIMSA,CIR SHINY NO.2 7X11 ROJ FUE,,32,PZ,10.43719,PTP
1321022010,1321022010-CIMSA,CIRIO S/A NO. 4 10X10 BLANCO,7501130570232,398,PZ,20.48198,PTP
1321022037,1321022037-CIMSA,CIRIO S/A NO. 4 10X10 CREMA,7501130570249,235,PZ,14.96471,PTP
1321022038,1321022038-CIMSA,CIR S/A NO. 4 10X10 AMAR,,12,PZ,13.20233,PTP
1321022040,1321022040-CIMSA,CIR S/A NO. 4 10X10 NAR,,51,PZ,20.05167,PTP
1321022050,1321022050-CIMSA,CIR S/A NO. 4 10X10 ROSA,7501130578498,13,PZ,16.79374,PTP
1321022055,1321022055-CIMSA,CIR S/A NO. 4 10X10 AZ TURQ,,222,PZ,18.91883,PTP
1321022060,1321022060-CIMSA,CIRIO S/A NO. 4 10X10 ROJO,7501130570218,286,PZ,15.84763,PTP
1321022071,1321022071-CIMSA,CIR S/A NO. 4 10X10 AZ.CLARO,7501130570256,188,PZ,39.65061,PTP
1321022084,1321022084-CIMSA,CIR S/A NO. 4 10X10 VER LIMON,,110,PZ,18.91392,PTP
1321022085,1321022085-CIMSA,CIR S/A NO. 4 10X10 VERDE OBS.,,172,PZ,19.09935,PTP
1321022115,1321022115-CIMSA,CIR S/A NO. 4 10X10 AZUL F,,266,PZ,18.80033,PTP
1321022163,1321022163-CIMSA,CIRIO S/A NO. 4 10X10 MORADO,7501130578504,94,PZ,11.22222,PTP
1321022264,1321022264-CIMSA,CIRIO S/A NO. 4 10X10 FUCSIA,,254,PZ,20.05829,PTP
1321032037,1321032037-CIMSA,CIRIO S/A NO. 5 10X13 CREMA,,0,PZ,0,PTP
1321032040,1321032040-CIMSA,CIR S/A NO. 5 10X13 NAR,,5,PZ,21.542,PTP
1321032071,1321032071-CIMSA,CIR S/A NO. 5 10X13 AZUL CLARO,,7,PZ,21.54143,PTP
1321032085,1321032085-CIMSA,CIR S/A NO. 5 10X13 VERDE OBS.,,0,PZ,0,PTP
1321032115,1321032115-CIMSA,CIR S/A NO. 5 10X13 AZUL F,,0,PZ,0,PTP
1321032163,1321032163-CIMSA,CIRIO S/A NO. 5 10X13 MORADO,,4,PZ,23.7725,PTP
